NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
1,4,4,6,3,STEM,60,13,167000,8,Male,White or of European descent,40,5
,7,,10,4,NON-STEM,60,7,102960,8,Male,White or of European descent,30,4
1,1,2,6,3,STEM,3000,13,65000,14,Male,White or of European descent,30,2
2,1,2,7,3,NON-STEM,60,7,73800,12,Male,White or of European descent,30,2
2,1,1,7,3,STEM,300,4,75000,8,Male,White or of European descent,30,2
2,3,1,6,1,STEM,15,4,75000,8,Male,White or of European descent,30,2
3,1,2,2,3,STEM,750,1,130000,8,Non-Male,White or of European descent,21,4
,1,1,4,4,STEM,5,1,120000,12,Male,White or of European descent,30,4
2,2,2,3,3,,300,7,135000,8,Male,White or of European descent,40,4
3,3,1,6,3,STEM,750,4,80000,12,Male,White or of European descent,21,3
1,,2,5,4,STEM,60,4,90000,8,Male,White or of European descent,30,3
,,1,4,3,STEM,3000,1,42000,12,Male,White or of European descent,30,1
2,1,2,8,3,STEM,60,1,65000,14,Male,White or of European descent,21,2
,,2,3,4,STEM,3000,1,98000,12,Non-Male,Other,30,3
,,1,6,4,STEM,7500,10,76000,12,Male,White or of European descent,40,3
2,2,1,8,3,STEM,300,10,96000,12,Male,White or of European descent,30,3
,2,1,10,3,STEM,20000,7,86000,8,Male,White or of European descent,30,3
1,4,2,11,1,STEM,60,16,160000,12,Non-Male,White or of European descent,30,5
2,1,4,6,4,,60,4,80000,12,Male,White or of European descent,21,3
4,5,6,7,4,STEM,7500,7,192500,8,Male,White or of European descent,50,5
1,1,2,7,1,STEM,20000,25,30000,8,Male,White or of European descent,50,1
6,8,8,20,4,STEM,300,7,105000,12,Male,White or of European descent,30,4
1,2,1,4,4,STEM,15,4,100000,8,Male,White or of European descent,30,3
3,7,5,9,1,STEM,15,7,72000,12,Male,White or of European descent,40,2
,,3,6,1,STEM,300,4,80000,12,Male,White or of European descent,30,3
2,3,3,11,4,STEM,750,13,120000,12,Male,White or of European descent,40,4
1,,1,1,3,STEM,20000,1,60000,8,Male,White or of European descent,30,2
,,2,7,3,STEM,3000,1,63000,8,Male,White or of European descent,21,2
,2,,5,4,STEM,60,19,130500,8,Male,White or of European descent,30,4
2,2,2,5,1,STEM,7500,4,80000,12,Male,Other,30,3
3,4,2,10,4,STEM,15,30,135000,12,Male,,50,4
1,2,2,7,2,STEM,15,10,45000,12,Male,White or of European descent,40,1
2,3,3,11,4,STEM,15,4,125000,12,Male,White or of European descent,40,4
,,,,2,STEM,7500,19,82500,,,,,3
,2,,6,4,STEM,7500,19,221000,8,Male,White or of European descent,40,6
2,,2,4,3,STEM,300,1,55000,14,Male,White or of European descent,30,2
,1,2,3,3,STEM,20000,1,57000,8,Male,White or of European descent,30,2
1,2,3,8,3,STEM,60,4,75000,12,Non-Male,White or of European descent,30,2
,2,1,5,3,STEM,60,4,75000,12,Male,White or of European descent,30,2
1,2,1,4,4,STEM,3000,10,100000,12,Male,White or of European descent,30,3
1,2,3,5,4,,60,10,119000,8,Male,Hispanic or Latino/Latina,30,4
1,2,2,8,3,STEM,5,4,46500,8,Male,White or of European descent,40,1
2,4,3,7,4,NON-STEM,20000,16,87000,12,Male,White or of European descent,50,3
5,2,2,7,1,STEM,300,7,71000,12,Male,White or of European descent,30,2
6,5,8,11,3,STEM,60,1,62500,12,Male,White or of European descent,40,2
1,2,3,4,3,STEM,20000,1,60000,8,Male,White or of European descent,40,2
,6,2,10,3,STEM,5,13,100000,12,Male,White or of European descent,40,3
1,1,2,5,4,STEM,300,4,100000,12,Male,White or of European descent,40,3
1,,3,6,2,,20000,1,102000,14,Male,White or of European descent,30,4
3,3,3,7,1,NON-STEM,15,19,80000,12,Male,White or of European descent,40,3
3,2,4,7,1,STEM,60,1,36000,12,Male,White or of European descent,21,1
2,6,5,11,3,STEM,20000,19,163000,8,Male,White or of European descent,40,5
2,3,3,5,3,STEM,300,7,105000,8,Male,White or of European descent,30,4
,2,3,8,3,STEM,60,1,60000,12,Male,Hispanic or Latino/Latina,21,2
,2,2,5,3,STEM,300,28,90000,12,Male,White or of European descent,50,3
1,4,,4,4,STEM,3000,7,110000,12,Male,White or of European descent,30,4
,,2,2,4,STEM,20000,13,83300,8,Male,White or of European descent,40,3
2,5,4,12,3,STEM,60,19,155000,12,Male,White or of European descent,40,5
,4,2,5,4,STEM,20000,13,90000,8,,,40,3
1,1,2,7,3,STEM,20000,16,205000,12,Male,,40,6
3,2,3,8,1,NON-STEM,15,1,49000,12,Male,White or of European descent,40,1
3,8,8,14,1,STEM,20000,25,240000,12,Male,White or of European descent,50,6
2,3,4,9,1,,5,13,80000,12,Male,White or of European descent,40,3
2,,3,7,3,STEM,15,4,32640,8,Male,White or of European descent,21,1
2,2,4,8,4,STEM,3000,19,190000,12,Male,White or of European descent,40,5
2,2,1,3,4,STEM,300,13,210000,12,Male,White or of European descent,30,6
,2,1,5,4,NON-STEM,60,4,80000,14,Male,White or of European descent,30,3
1,2,6,6,4,STEM,5,4,75000,12,Male,Hispanic or Latino/Latina,30,2
4,10,8,8,2,STEM,15,4,120000,12,Male,,30,4
,2,6,5,2,STEM,60,19,80000,12,Male,White or of European descent,40,3
4,6,6,13,4,STEM,7500,10,185000,8,Male,White or of European descent,30,5
2,3,3,3,3,STEM,300,30,85000,8,Male,White or of European descent,60,3
,2,3,10,4,STEM,3000,10,94860,8,Male,White or of European descent,30,3
1,2,1,6,1,NON-STEM,7500,13,50000,8,Male,White or of European descent,40,1
3,2,5,4,3,NON-STEM,3000,10,50000,8,Male,White or of European descent,30,1
2,1,3,5,4,STEM,750,1,100000,12,Male,White or of European descent,30,3
2,1,1,3,3,STEM,3000,4,110000,8,Male,White or of European descent,30,4
6,10,4,17,3,STEM,60,1,48000,14,Male,East Asian,30,1
,1,,6,4,STEM,7500,7,119000,12,Male,White or of European descent,30,4
,5,,5,3,STEM,7500,4,63000,4,Male,White or of European descent,21,2
1,1,6,5,4,NON-STEM,300,4,145000,12,Male,White or of European descent,40,4
4,4,3,5,1,STEM,20000,13,110000,12,Male,Hispanic or Latino/Latina,40,4
,1,1,2,1,STEM,20000,4,102000,12,Male,White or of European descent,30,4
2,2,5,7,4,STEM,20000,10,120000,,Male,White or of European descent,40,4
,1,3,7,3,STEM,300,4,75000,12,Male,White or of European descent,30,2
1,,2,4,4,STEM,60,7,102500,12,Non-Male,White or of European descent,40,4
1,1,2,5,1,STEM,60,30,135000,12,Male,White or of European descent,50,4
1,,2,4,3,STEM,750,4,60000,12,Male,White or of European descent,21,2
2,4,8,7,4,STEM,300,4,177000,8,Non-Male,White or of European descent,40,5
,,1,9,3,NON-STEM,20000,4,95500,12,Male,Hispanic or Latino/Latina,30,3
1,4,3,10,2,STEM,5,28,135000,12,Male,White or of European descent,50,4
3,3,5,12,4,STEM,750,22,180000,8,Male,White or of European descent,50,5
6,4,5,16,4,STEM,60,10,130000,12,Male,White or of European descent,30,4
4,2,5,8,3,STEM,20000,7,190000,12,Male,White or of European descent,30,5
4,2,4,12,3,STEM,3000,4,70000,8,Male,White or of European descent,21,2
1,3,4,6,3,STEM,15,22,196000,8,Male,Black or of African descent,40,5
1,,2,3,3,STEM,3000,1,52000,12,Male,East Asian,30,2
,,1,2,3,STEM,20000,1,63000,8,Male,White or of European descent,30,2
1,2,,2,3,STEM,20000,1,47600,8,Male,White or of European descent,30,1
5,3,4,5,3,STEM,15,4,120000,12,Male,White or of European descent,30,4
,,1,2,4,NON-STEM,20000,1,40000,12,Male,East Asian,30,1
4,4,6,7,3,STEM,60,4,42000,12,Non-Male,,30,1
,1,1,2,4,STEM,20000,4,105000,8,Male,White or of European descent,30,4
6,4,6,13,3,NON-STEM,15,4,130000,12,Male,White or of European descent,30,4
3,2,2,7,3,STEM,750,22,145000,12,Male,White or of European descent,50,4
1,3,1,8,3,STEM,20000,1,65000,8,Male,White or of European descent,21,2
1,2,4,6,4,STEM,300,10,63000,12,Non-Male,White or of European descent,30,2
,1,1,3,3,STEM,20000,1,55000,12,Male,White or of European descent,21,2
5,3,2,9,3,STEM,300,7,66000,12,Male,White or of European descent,30,2
2,1,2,9,3,STEM,5,4,41000,12,Male,White or of European descent,21,1
7,10,6,12,1,STEM,60,7,85000,12,Male,Hispanic or Latino/Latina,40,3
,1,1,6,4,STEM,20000,10,151000,12,Male,White or of European descent,30,5
1,3,1,8,3,NON-STEM,60,4,50000,12,Male,White or of European descent,30,1
2,2,5,7,1,STEM,5,19,92000,8,Male,White or of European descent,40,3
1,3,1,11,3,STEM,300,19,160000,14,,,,5
2,2,2,10,1,STEM,300,13,100000,12,Male,White or of European descent,40,3
3,,5,8,3,NON-STEM,300,4,58000,8,Male,White or of European descent,30,2
,,2,7,4,STEM,20000,4,113000,12,Male,White or of European descent,30,4
4,6,3,13,3,STEM,60,4,75000,12,,,30,2
1,3,3,7,3,STEM,60,4,65000,12,Male,,21,2
,1,2,5,1,,20000,10,84000,14,,,,3
2,6,6,6,3,STEM,15,10,80000,12,Male,White or of European descent,40,3
3,6,4,9,4,STEM,20000,16,130000,8,Male,White or of European descent,40,4
,4,1,3,2,STEM,7500,30,91000,8,Male,White or of European descent,60,3
2,1,3,9,4,STEM,7500,22,180000,4,Male,White or of European descent,40,5
,1,2,7,3,STEM,60,22,102000,12,Male,White or of European descent,40,4
3,3,3,7,2,STEM,60,16,80000,12,Male,White or of European descent,30,3
2,3,5,9,3,STEM,5,7,86000,12,Male,White or of European descent,30,3
3,6,6,7,1,STEM,60,10,70000,12,Male,White or of European descent,30,2
3,4,6,7,4,STEM,300,16,145000,12,Male,White or of European descent,40,4
,1,2,5,3,STEM,15,19,80000,12,Male,White or of European descent,40,3
4,1,3,12,3,STEM,300,28,125000,12,Male,White or of European descent,50,4
,2,2,7,1,,3000,7,90000,12,Male,White or of European descent,40,3
1,1,3,7,3,STEM,60,13,87000,12,Male,,30,3
3,4,1,7,3,STEM,5,28,135000,8,Male,,60,4
2,2,2,5,3,STEM,60,1,110000,8,Male,Other,30,4
2,1,1,5,3,STEM,3000,4,89500,8,Male,White or of European descent,21,3
1,5,5,7,3,STEM,20000,1,103000,8,Male,White or of European descent,30,4
3,3,3,3,3,STEM,20000,7,80000,12,Male,,21,3
,3,1,7,4,STEM,60,19,130000,12,Male,White or of European descent,40,4
4,4,4,7,1,STEM,3000,7,130000,14,Male,White or of European descent,30,4
2,3,5,4,1,STEM,3000,13,66000,12,Male,White or of European descent,40,2
2,2,6,11,3,STEM,3000,7,72000,12,Male,White or of European descent,30,2
3,1,3,6,3,NON-STEM,20000,16,150000,12,Male,,,4
2,,,6,4,STEM,60,13,175000,14,Male,Other,40,5
1,8,4,8,3,STEM,15,10,98000,8,Male,White or of European descent,40,3
,3,3,4,4,STEM,60,1,90000,8,Male,White or of European descent,40,3
3,1,3,5,1,,60,16,90000,12,Male,White or of European descent,30,3
2,6,4,8,2,STEM,750,7,51000,12,Male,White or of European descent,30,2
2,2,1,7,4,STEM,20000,16,108000,12,Male,White or of European descent,40,4
,1,1,6,3,STEM,7500,7,70000,8,Male,White or of European descent,30,2
1,1,1,3,3,,750,4,61200,12,Male,White or of European descent,30,2
,2,,2,3,STEM,60,19,105000,12,Male,White or of European descent,40,4
5,8,12,19,1,STEM,3000,16,180939,14,Male,White or of European descent,30,5
2,6,11,16,1,,60,22,150000,14,Non-Male,White or of European descent,40,4
1,3,3,8,3,STEM,15,19,121000,8,Male,White or of European descent,40,4
3,4,6,11,3,STEM,15,10,50000,12,,,,1
3,2,9,7,3,STEM,300,16,170000,8,Male,White or of European descent,40,5
,,,7,3,STEM,3000,1,35000,8,Non-Male,White or of European descent,21,1
1,1,1,3,3,STEM,300,4,58500,14,Male,White or of European descent,40,2
1,1,1,14,3,STEM,3000,16,95000,12,Male,White or of European descent,40,3
4,5,5,4,3,STEM,20000,4,65000,8,Male,White or of European descent,21,2
2,3,2,3,4,NON-STEM,20000,19,130000,12,Male,White or of European descent,40,4
,,3,5,3,STEM,60,4,45000,12,Male,White or of European descent,30,1
1,1,1,8,1,,750,4,48000,8,Male,White or of European descent,30,1
1,,3,9,1,STEM,15,4,77000,12,Male,Other,40,3
,1,2,8,3,NON-STEM,20000,4,150000,14,Male,White or of European descent,30,4
3,5,6,11,3,STEM,15,22,150000,14,Male,White or of European descent,40,4
3,,1,6,1,NON-STEM,300,16,107000,12,Male,White or of European descent,50,4
1,1,1,6,3,STEM,3000,1,66000,8,Male,White or of European descent,21,2
,,,,4,STEM,20000,4,70000,,,,,2
2,6,2,7,3,STEM,5,4,42000,8,Male,White or of European descent,30,1
3,2,3,7,1,,750,10,90500,12,Male,White or of European descent,50,3
,1,1,7,4,STEM,60,10,60000,12,Male,White or of European descent,30,2
2,2,2,13,4,STEM,60,7,110000,8,Male,White or of European descent,30,4
,5,2,6,3,STEM,750,1,62000,12,Male,Hispanic or Latino/Latina,30,2
3,2,2,8,3,STEM,20000,7,85500,12,Male,White or of European descent,30,3
1,1,4,9,3,STEM,15,16,125000,8,Male,White or of European descent,40,4
1,3,3,4,1,STEM,60,7,160000,12,Male,White or of European descent,30,5
2,7,4,13,3,STEM,60,30,150000,12,Male,White or of European descent,50,4
,1,1,6,2,NON-STEM,300,19,120000,8,Male,White or of European descent,50,4
,,,2,3,STEM,20000,1,53600,12,Male,White or of European descent,30,2
,5,6,5,3,STEM,60,4,125000,12,Male,White or of European descent,30,4
,,,4,4,STEM,20000,7,118000,12,Male,Black or of African descent,30,4
2,4,6,13,4,STEM,20000,19,160000,8,Male,White or of European descent,50,5
1,1,2,5,4,STEM,7500,25,105000,12,Non-Male,,,4
,1,,,1,NON-STEM,300,30,74000,8,Male,White or of European descent,60,2
1,6,4,13,3,STEM,15,13,100000,12,Non-Male,White or of European descent,40,3
2,2,,2,4,NON-STEM,7500,1,60000,12,Non-Male,White or of European descent,30,2
1,4,4,7,4,NON-STEM,3000,10,55000,8,Male,White or of European descent,30,2
9,6,9,12,3,STEM,750,30,100000,14,,White or of European descent,60,3
,2,3,7,3,STEM,5,1,55000,12,Male,White or of European descent,21,2
2,,1,6,3,STEM,300,13,90000,12,Male,White or of European descent,30,3
,2,,2,4,STEM,750,30,200000,12,Male,White or of European descent,50,5
3,6,4,8,4,STEM,3000,30,120000,14,Male,Hispanic or Latino/Latina,40,4
,,3,5,1,STEM,15,13,56000,14,Male,White or of European descent,40,2
3,2,3,8,2,STEM,15,4,48880,14,Male,White or of European descent,30,1
,,3,7,3,NON-STEM,300,16,64000,12,Male,White or of European descent,40,2
2,1,3,8,3,NON-STEM,60,4,135000,12,Male,,30,4
1,,3,6,3,NON-STEM,750,19,82000,12,Male,White or of European descent,50,3
4,3,4,9,1,STEM,60,10,110000,12,Male,White or of European descent,30,4
1,3,6,7,3,STEM,5,7,140000,8,Male,White or of European descent,30,4
4,,1,8,3,STEM,300,7,100000,12,Male,White or of European descent,30,3
2,2,2,7,1,NON-STEM,60,1,31000,12,Male,White or of European descent,30,1
1,,1,4,1,NON-STEM,300,4,47500,8,Male,White or of European descent,40,1
2,3,2,4,4,STEM,20000,13,117000,12,Male,,40,4
,1,3,5,3,NON-STEM,15,7,90000,12,Male,Other,40,3
1,4,5,12,3,STEM,5,10,145000,12,Male,White or of European descent,30,4
1,4,4,7,3,STEM,20000,10,112000,14,Male,White or of European descent,30,4
,3,1,6,4,STEM,20000,7,150000,12,Non-Male,White or of European descent,30,4
2,4,8,7,3,STEM,300,4,175000,,,,,5
2,5,3,7,1,STEM,300,22,175000,12,Male,White or of European descent,50,5
3,2,2,8,1,NON-STEM,300,4,60100,12,Male,White or of European descent,40,2
2,1,,5,4,STEM,300,25,110000,8,Male,White or of European descent,50,4
1,3,1,6,3,STEM,300,10,145000,12,Male,White or of European descent,40,4
2,5,3,11,3,STEM,5,7,45000,14,Male,White or of European descent,40,1
3,6,2,10,2,STEM,300,10,115000,8,Male,White or of European descent,40,4
,1,1,2,4,STEM,20000,10,90000,12,Non-Male,White or of European descent,30,3
2,1,1,6,1,,60,25,140000,12,Male,White or of European descent,50,4
,2,5,6,3,STEM,60,10,71000,12,Male,White or of European descent,40,2
1,2,4,11,4,STEM,20000,10,120000,12,Male,White or of European descent,30,4
2,2,2,12,3,STEM,300,7,90000,14,Male,White or of European descent,30,3
1,2,2,6,2,STEM,15,10,94000,8,Male,White or of European descent,40,3
3,3,2,5,4,STEM,750,1,85000,12,Male,Hispanic or Latino/Latina,30,3
1,4,5,8,3,STEM,300,7,87000,8,Male,White or of European descent,30,3
2,4,7,6,3,NON-STEM,3000,7,115000,12,Male,White or of European descent,30,4
4,,6,8,3,STEM,20000,4,94000,8,Male,Hispanic or Latino/Latina,30,3
,1,1,4,3,STEM,7500,1,60000,12,Non-Male,Other,30,2
,1,2,5,1,NON-STEM,300,4,76000,12,Male,White or of European descent,30,3
2,2,7,7,3,STEM,3000,7,177000,12,Male,White or of European descent,30,5
3,1,2,5,3,NON-STEM,60,10,128500,12,Male,White or of European descent,40,4
,3,2,5,3,,5,22,120000,12,Male,White or of European descent,50,4
,2,2,5,3,NON-STEM,60,1,52000,8,Male,White or of European descent,21,2
,4,1,6,4,STEM,20000,13,99000,12,Non-Male,White or of European descent,40,3
3,5,5,11,3,STEM,300,28,104000,12,Male,White or of European descent,50,4
,2,4,5,3,STEM,60,4,120000,12,Male,White or of European descent,21,4
1,5,5,10,1,STEM,20000,7,123097,12,Male,White or of European descent,30,4
4,2,8,7,3,STEM,300,4,100000,12,Male,White or of European descent,30,3
2,4,4,7,3,STEM,15,25,147000,12,Male,White or of European descent,50,4
1,4,6,9,4,STEM,15,10,70000,14,Male,White or of European descent,30,2
1,2,6,4,4,STEM,300,1,85000,14,Non-Male,White or of European descent,30,3
3,4,1,10,3,STEM,5,4,63500,14,Male,White or of European descent,30,2
1,4,7,10,1,NON-STEM,3000,10,129800,12,Male,White or of European descent,30,4
2,3,2,7,1,STEM,5,30,140000,8,Male,Other,50,4
2,1,1,8,3,STEM,20000,22,87127,12,Male,White or of European descent,50,3
,,,1,4,STEM,20000,7,94000,8,Male,White or of European descent,50,3
3,3,2,19,3,STEM,750,13,102000,12,Male,White or of European descent,30,4
,4,2,7,3,STEM,3000,28,90000,12,Male,White or of European descent,,3
,1,1,4,4,STEM,3000,1,85000,12,Male,White or of European descent,30,3
6,6,4,7,1,STEM,60,4,60000,14,Male,White or of European descent,30,2
,3,3,8,2,,300,30,104000,12,Male,White or of European descent,50,4
,,1,3,3,STEM,3000,4,105000,8,Male,White or of European descent,40,4
,3,3,7,3,STEM,20000,4,60000,8,,Black or of African descent,30,2
7,,11,6,3,NON-STEM,300,4,115000,8,Male,White or of European descent,40,4
1,1,3,5,3,STEM,15,19,130000,8,Male,White or of European descent,50,4
,,,,3,STEM,300,19,99000,,,,,3
,,1,4,3,STEM,3000,1,80000,12,Male,White or of European descent,30,3
3,8,5,13,1,STEM,7500,10,77000,12,Male,White or of European descent,40,3
3,6,2,8,3,STEM,5,4,52000,14,Male,Other,21,2
3,5,2,10,3,STEM,5,7,75000,12,Male,White or of European descent,30,2
1,4,5,8,3,STEM,20000,22,140000,8,Male,White or of European descent,40,4
1,1,2,5,3,STEM,300,25,111000,8,Male,White or of European descent,50,4
2,3,4,8,3,STEM,5,7,120000,12,Male,White or of European descent,30,4
5,4,2,4,4,STEM,300,1,195000,12,Male,White or of European descent,30,5
2,4,2,13,3,STEM,60,16,80000,8,Male,White or of European descent,40,3
,2,6,5,4,NON-STEM,3000,7,85000,12,Male,Black or of African descent,30,3
2,4,3,10,3,NON-STEM,5,4,120000,8,Male,White or of European descent,30,4
3,3,5,13,3,STEM,300,16,164000,12,Male,White or of European descent,30,5
3,,5,9,2,STEM,15,7,120000,12,Male,White or of European descent,30,4
3,4,4,6,3,STEM,3000,4,145000,12,Male,White or of European descent,30,4
5,5,6,12,3,STEM,60,10,200000,14,Male,White or of European descent,30,5
,2,2,3,3,STEM,300,1,48000,12,Non-Male,White or of European descent,21,1
,2,2,3,3,NON-STEM,60,4,125000,8,Male,White or of European descent,30,4
3,,2,7,4,STEM,5,22,160000,12,Male,White or of European descent,50,5
2,,2,8,4,STEM,3000,4,70000,12,Male,White or of European descent,30,2
,,,4,4,STEM,20000,16,124000,12,,,,4
1,,3,4,1,,7500,16,180000,12,Male,White or of European descent,30,5
3,5,6,9,1,STEM,60,4,93000,12,Male,White or of European descent,40,3
2,3,2,5,1,NON-STEM,3000,7,85000,12,Male,White or of European descent,40,3
3,3,10,6,1,STEM,20000,4,180000,12,Male,White or of European descent,30,5
4,10,8,15,3,STEM,300,16,105000,12,Male,White or of European descent,40,4
4,7,4,4,1,,750,16,150000,14,Male,White or of European descent,30,4
2,2,4,6,3,STEM,5,16,103000,12,Male,White or of European descent,40,4
,4,,,4,STEM,5,1,150000,14,Male,White or of European descent,40,4
2,1,3,6,3,STEM,3000,16,130000,8,Male,White or of European descent,40,4
1,4,5,7,4,STEM,60,10,95000,12,Non-Male,White or of European descent,30,3
3,2,5,8,3,STEM,60,7,133000,8,Male,White or of European descent,50,4
2,5,4,8,3,NON-STEM,5,7,85000,12,,,,3
2,2,,4,4,STEM,5,1,76000,12,Male,White or of European descent,30,3
2,6,4,8,3,NON-STEM,300,1,59000,12,Male,White or of European descent,30,2
,,1,4,3,STEM,300,4,100000,8,Male,Black or of African descent,30,3
2,4,3,10,4,STEM,20000,10,87500,8,Male,White or of European descent,30,3
1,5,5,9,3,NON-STEM,300,7,100000,8,Male,White or of European descent,40,3
1,3,3,7,3,NON-STEM,15,10,80000,8,Male,White or of European descent,30,3
3,2,1,5,4,STEM,20000,16,135000,12,Male,White or of European descent,50,4
3,2,2,5,3,STEM,20000,19,151000,8,Male,Hispanic or Latino/Latina,40,5
2,,1,2,3,STEM,7500,7,74000,12,Male,White or of European descent,30,2
,6,2,5,3,,20000,19,128000,12,Male,White or of European descent,40,4
3,4,4,10,1,STEM,60,1,50000,12,Male,White or of European descent,21,1
1,,,3,3,STEM,60,4,110000,14,Male,White or of European descent,30,4
3,4,7,9,3,NON-STEM,7500,13,169000,12,Male,White or of European descent,40,5
2,4,5,3,3,STEM,750,10,185000,8,Male,White or of European descent,40,5
,2,,4,4,STEM,3000,10,97000,12,Male,White or of European descent,30,3
,2,,2,4,STEM,300,4,110000,8,Male,White or of European descent,30,4
3,,5,4,3,STEM,15,30,80000,14,Male,White or of European descent,60,3
,1,,5,4,STEM,20000,4,83000,14,Male,White or of European descent,30,3
2,4,5,6,4,STEM,300,4,82000,12,Male,White or of European descent,30,3
2,2,2,4,3,STEM,60,1,70000,12,Male,,21,2
3,3,,4,4,,60,10,140000,8,Male,White or of European descent,40,4
1,1,2,4,3,STEM,300,13,140000,12,Male,White or of European descent,40,4
4,5,5,8,4,NON-STEM,300,4,110000,8,Male,White or of European descent,30,4
3,4,1,7,3,NON-STEM,300,4,55625,8,Male,White or of European descent,30,2
2,2,6,7,3,,300,7,110000,12,Male,White or of European descent,30,4
2,2,4,7,3,STEM,750,16,80000,12,Male,Hispanic or Latino/Latina,50,3
1,6,5,7,4,STEM,7500,7,99000,12,Male,White or of European descent,30,3
6,4,5,8,4,NON-STEM,300,4,87000,8,Male,White or of European descent,30,3
2,4,7,9,4,STEM,60,10,110000,12,Male,East Asian,40,4
,2,1,6,3,STEM,60,10,126000,8,Male,White or of European descent,40,4
6,7,8,15,1,STEM,15,10,90000,12,Male,White or of European descent,30,3
,2,1,7,3,,15,7,75000,12,Male,White or of European descent,30,2
2,1,3,12,2,STEM,300,13,82000,8,Male,White or of European descent,60,3
,,3,7,3,NON-STEM,5,4,52000,8,Non-Male,White or of European descent,21,2
,2,1,4,4,,300,16,139000,8,Male,White or of European descent,50,4
1,1,3,5,1,STEM,5,1,34496,8,Non-Male,White or of European descent,21,1
3,7,9,10,4,NON-STEM,15,4,135000,12,Non-Male,White or of European descent,40,4
,1,2,3,4,STEM,300,13,120000,12,Male,Other,40,4
2,7,3,7,3,STEM,60,10,80000,8,Male,White or of European descent,21,3
2,1,4,9,3,STEM,20000,4,190000,8,Male,Hispanic or Latino/Latina,30,5
1,3,3,3,4,STEM,3000,4,150000,8,Male,White or of European descent,40,4
,,,8,3,STEM,60,10,85000,,,,,3
2,3,3,11,3,STEM,750,22,138000,12,Male,White or of European descent,40,4
1,1,1,6,4,STEM,300,30,90000,8,Male,,50,3
1,1,1,8,3,STEM,20000,1,75000,12,Male,,21,2
3,2,1,3,3,STEM,60,1,95000,12,Male,East Asian,21,3
1,1,2,5,3,STEM,15,4,87000,8,Male,White or of European descent,30,3
1,,4,7,2,STEM,300,1,23000,12,Male,White or of European descent,30,
3,3,3,9,2,STEM,15,7,50000,14,Male,White or of European descent,30,1
,1,1,4,4,STEM,3000,16,162000,8,Male,White or of European descent,40,5
3,5,1,8,3,STEM,15,19,94000,12,Male,White or of European descent,40,3
2,6,9,11,3,NON-STEM,15,4,120000,14,Male,White or of European descent,30,4
2,2,2,5,1,STEM,3000,19,85000,12,Male,White or of European descent,40,3
,,3,6,3,STEM,300,4,54000,8,Male,White or of European descent,30,2
4,2,1,13,4,STEM,60,4,66000,12,Male,East Asian,30,2
2,4,3,6,1,NON-STEM,20000,16,112000,12,Male,White or of European descent,40,4
2,2,2,9,3,STEM,20000,1,86000,8,Male,White or of European descent,40,3
2,1,4,9,1,STEM,15,1,80000,14,Male,White or of European descent,30,3
2,1,9,10,4,STEM,300,4,69000,8,Male,White or of European descent,30,2
1,4,2,6,1,STEM,5,16,90000,12,Male,White or of European descent,40,3
3,1,4,6,3,STEM,15,13,115000,12,Male,White or of European descent,40,4
2,1,1,7,3,STEM,300,22,130000,8,Non-Male,White or of European descent,40,4
,1,1,7,3,STEM,300,25,150000,8,Male,White or of European descent,40,4
,3,2,3,4,STEM,300,4,120000,12,Male,White or of European descent,40,4
3,1,3,5,3,STEM,3000,1,45000,12,Male,White or of European descent,21,1
2,1,2,7,4,STEM,3000,10,126000,14,Male,Other,30,4
3,7,4,11,3,STEM,3000,7,75000,12,Male,,30,2
4,3,5,9,1,STEM,15,1,75000,12,Male,White or of European descent,40,2
,1,2,7,4,STEM,300,28,135000,14,,White or of European descent,50,4
1,1,1,7,1,STEM,15,10,105000,14,Male,White or of European descent,30,4
3,3,,5,1,NON-STEM,3000,10,120000,12,Male,White or of European descent,30,4
4,1,2,7,3,NON-STEM,300,19,120000,12,Male,White or of European descent,40,4
,,,5,4,STEM,3000,1,78780,12,Male,Hispanic or Latino/Latina,30,3
,2,1,2,4,STEM,15,10,129000,8,Male,White or of European descent,30,4
3,1,2,8,3,STEM,60,13,120000,8,Male,White or of European descent,40,4
1,,,4,4,NON-STEM,7500,10,225000,12,Male,White or of European descent,40,6
,,5,11,3,STEM,60,4,81000,12,,,,3
,2,1,6,3,STEM,3000,16,38000,12,Non-Male,White or of European descent,40,1
,4,2,7,2,NON-STEM,60,13,150000,8,Male,White or of European descent,40,4
,2,2,7,1,STEM,60,22,60000,12,Male,White or of European descent,40,2
2,4,3,6,3,NON-STEM,3000,4,135000,8,,East Asian,30,4
2,3,4,9,3,STEM,7500,4,78000,12,Male,White or of European descent,30,3
,1,,5,3,NON-STEM,5,4,40000,12,Male,White or of European descent,30,1
,,1,5,3,STEM,7500,4,80000,12,Male,White or of European descent,30,3
3,3,4,7,1,STEM,15,10,95000,14,Male,White or of European descent,30,3
,1,3,9,3,STEM,300,19,154000,8,Male,White or of European descent,40,5
,2,,6,4,NON-STEM,3000,1,140000,12,Male,White or of European descent,30,4
4,2,1,3,3,STEM,20000,1,76000,12,Male,White or of European descent,30,3
1,2,2,8,3,STEM,20000,4,86000,12,Male,White or of European descent,30,3
