NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
,5,3,10,3,STEM,15,7,110000,Go;Java;JavaScript;Objective-C;PHP;SQL;Swift;HTML;CSS;Bash/Shell,MySQL;SQLite;Google Cloud Storage,Android;Google Cloud Platform/App Engine;iOS;Linux;Mac OS,,12,Male,White or of European descent,30,4
,1,1,3,3,STEM,300,25,99000,C++;C#;SQL,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,50,3
,,,,3,NON-STEM,15,4,35000,,,,,,,,,1
,3,2,7,3,STEM,60,4,40000,C#;Java;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL,AWS;Linux;Windows Desktop or Server,,14,Male,White or of European descent,21,1
2,5,4,6,1,,5,19,110000,C#;JavaScript;SQL;VB.NET;HTML;CSS,"SQL Server;MySQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Arduino;Azure;Raspberry Pi;Windows Desktop or Server,.NET Core;Xamarin,12,Male,White or of European descent,40,4
4,9,5,12,1,NON-STEM,20000,4,66000,CoffeeScript;Haskell;JavaScript;Objective-C;PHP;Python;Ruby;Swift;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB,Amazon Echo;Apple Watch or Apple TV;AWS;Heroku;IBM Cloud or Watson;iOS;Mac OS;Raspberry Pi;WordPress,Angular;Django;Node.js;TensorFlow,12,Non-Male,White or of European descent,50,2
,2,4,3,4,STEM,7500,7,125000,JavaScript;Python;SQL,MySQL;PostgreSQL;Amazon Redshift;Elasticsearch,AWS;Mac OS,,8,Male,White or of European descent,30,4
,1,1,3,4,STEM,300,4,66666,Python;SQL;Bash/Shell,SQL Server,Linux,,14,Male,White or of European descent,30,2
1,4,1,6,4,NON-STEM,20000,4,75000,Matlab;Python;R;HTML;CSS;Bash/Shell,SQL Server,Drupal;Linux;Windows Desktop or Server;WordPress,TensorFlow,12,Non-Male,White or of European descent,30,2
3,4,6,10,3,STEM,15,7,120000,C;C++;JavaScript;Python;R;SQL;Swift;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Memcached;Google Cloud Storage;Elasticsearch,AWS;Linux;Mac OS;Raspberry Pi,Angular;Node.js;React,12,Male,White or of European descent,30,4
,1,1,2,3,STEM,300,22,123000,JavaScript;SQL,PostgreSQL,Windows Desktop or Server,,12,Male,White or of European descent,50,4
1,1,2,7,4,STEM,3000,10,110000,Go;Java;Python;R;Scala;SQL;Bash/Shell,SQL Server;Oracle,Linux,Spark,8,Male,East Asian,40,4
,3,4,8,1,STEM,300,16,145000,Go;JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Memcached;Amazon Redshift,Linux;Mac OS;Salesforce,,8,Male,White or of European descent,40,4
2,2,5,6,3,STEM,20000,4,64000,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Oracle;Apache Hive;Elasticsearch,Heroku;Mac OS,Node.js;React,14,Male,White or of European descent,21,2
2,4,4,4,3,STEM,60,4,68000,JavaScript;Python;HTML;CSS,SQL Server;MySQL;Memcached;Amazon Redshift,AWS;Azure;Drupal;WordPress,Django;React,12,Non-Male,White or of European descent,30,2
3,4,5,6,4,STEM,20000,4,97000,Java;JavaScript;Python;R;SQL;Bash/Shell,"MongoDB;Redis;SQL Server;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;IBM Cloud or Watson;Linux;Raspberry Pi,Hadoop;Node.js;TensorFlow,8,Male,Other,30,3
1,4,4,3,3,STEM,15,19,155000,C#;JavaScript;SQL,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",AWS;Azure;Google Cloud Platform/App Engine;Firebase,Angular,8,Male,White or of European descent,40,5
1,2,3,7,3,STEM,750,19,130000,C#;JavaScript;Python;SQL;Visual Basic 6;HTML;CSS,SQL Server;MySQL;Oracle,SharePoint;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,4
,4,1,3,3,STEM,20000,4,80000,Python;Ruby;Bash/Shell,PostgreSQL,Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,30,3
1,4,1,7,3,STEM,60,1,41000,C#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server,Android;AWS;Azure;iOS,Cordova,12,Male,White or of European descent,21,1
3,1,1,3,3,NON-STEM,750,22,125000,C#;SQL;TypeScript,SQL Server,Windows Desktop or Server,Angular;.NET Core;Node.js,8,Male,White or of European descent,50,4
,3,2,4,3,NON-STEM,3000,28,75000,JavaScript;Lua;PHP;Delphi/Object Pascal,MySQL;MariaDB,Drupal;iOS;Linux,,12,Male,,,2
3,3,3,8,3,STEM,60,25,150000,Java;JavaScript;Scala;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;MariaDB,AWS;Linux;Mac OS,Angular;Node.js;React,12,Male,,,4
5,8,5,12,3,STEM,5,4,105000,Erlang;Go;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Amazon Redshift;Amazon RDS/Aurora;Neo4j,AWS;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Raspberry Pi;Salesforce;Windows Desktop or Server,Angular;Node.js;React;Spring;TensorFlow,12,Male,White or of European descent,30,4
1,1,2,3,3,STEM,60,1,80000,Java;Python;SQL,MongoDB;SQL Server,Linux,Spring,8,Male,Other,21,3
2,3,2,6,1,NON-STEM,15,19,115000,C#;JavaScript;TypeScript;Kotlin;HTML;CSS,SQL Server;SQLite,AWS;Linux;Raspberry Pi,.NET Core;Node.js,8,Male,White or of European descent,40,4
2,1,2,2,4,STEM,300,4,100000,Java;Python,Cassandra;MySQL,Linux,Spark;Spring,12,Male,Other,30,3
2,3,8,7,1,,60,22,80000,JavaScript;Python;SQL;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Memcached;Elasticsearch,Arduino;AWS;Linux,Django;Node.js,14,Male,White or of European descent,40,3
4,5,4,6,1,NON-STEM,5,7,45000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;MariaDB,Android;iOS;Linux;Raspberry Pi;WordPress,Angular;Node.js;React;Cordova,12,Non-Male,White or of European descent,40,1
,3,3,5,4,STEM,60,7,72000,C;PHP;Python;SQL;Bash/Shell,MySQL;PostgreSQL;SQLite,Linux;Mac OS;Windows Desktop or Server,,8,Non-Male,White or of European descent,30,2
3,6,5,14,1,STEM,5,10,78000,C++;C#;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript;VBA;VB.NET;HTML;CSS;Bash/Shell,"MongoDB;SQL Server;MySQL;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Arduino;Azure;Linux;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,3
2,8,3,12,4,STEM,20000,13,92000,Go;Haskell;JavaScript;Perl;PHP;Python;R;SQL;VBA;HTML;CSS;Bash/Shell,MongoDB;SQL Server;PostgreSQL,Android;AWS;Google Cloud Platform/App Engine;Heroku;Linux;Raspberry Pi;WordPress;Firebase,Angular;Node.js,12,Male,Other,30,3
3,4,3,6,4,NON-STEM,7500,16,120000,C#;JavaScript;VBA;VB.NET;HTML;CSS,MongoDB;SQL Server;MySQL,Android;Azure;iOS;Salesforce,Angular;.NET Core;Xamarin,12,Male,White or of European descent,40,4
2,3,5,6,3,STEM,5,10,70000,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;MariaDB;Amazon RDS/Aurora;Elasticsearch,AWS;Linux;WordPress,Django;TensorFlow,8,Male,,30,2
,4,1,9,1,STEM,5,7,72600,C;C++;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL,Arduino;AWS;Linux;Raspberry Pi,,12,Male,White or of European descent,30,2
,1,1,6,4,STEM,300,22,130000,C#;JavaScript;R;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,40,4
2,2,4,8,1,STEM,5,1,85000,C++;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;Google BigQuery;Google Cloud Storage;Elasticsearch,Google Cloud Platform/App Engine;Linux,Angular;TensorFlow,12,Male,White or of European descent,21,3
,,,3,4,STEM,7500,10,66000,Python;R;Bash/Shell,,,,8,Male,White or of European descent,30,2
,2,2,7,3,STEM,15,13,145000,Java;JavaScript;Ruby;Scala;SQL;HTML;CSS,PostgreSQL;Amazon RDS/Aurora,AWS;Mac OS,,12,Male,White or of European descent,30,4
2,3,4,11,3,STEM,3000,7,120000,C++;C#;F#;Java;JavaScript;Python;R;Scala;SQL;HTML;CSS,SQL Server;PostgreSQL;SQLite;Amazon DynamoDB,Android;AWS;Azure,.NET Core;Xamarin,12,Male,White or of European descent,30,4
,3,1,10,1,STEM,20000,4,56000,C#;F#;Haskell;Java;Python;R;Rust;SQL;Kotlin;Bash/Shell,SQL Server,Android;Linux;Windows Desktop or Server,,12,Male,White or of European descent,30,2
4,3,4,12,3,STEM,60,4,77500,C#;Erlang;Java;JavaScript;PHP;Python;Ruby;SQL;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;Elasticsearch,AWS;Azure;WordPress,Angular;.NET Core;Django;Xamarin,12,Male,White or of European descent,21,3
,2,3,7,4,STEM,7500,4,83000,C;C++;JavaScript;Python;SQL;HTML;CSS,MongoDB;MySQL;SQLite,Linux;Windows Desktop or Server,,12,Male,White or of European descent,30,3
,2,2,8,3,STEM,7500,4,52000,JavaScript;Python;SQL;VBA;Cobol;HTML;CSS;Bash/Shell,SQL Server;IBM Db2,Mainframe;Windows Desktop or Server,,8,Male,White or of European descent,30,2
,,1,5,3,NON-STEM,5,4,45000,JavaScript;PHP;SQL;HTML;CSS,MySQL,,,12,Male,White or of European descent,30,1
3,4,6,9,4,STEM,3000,22,120000,Go;Haskell;Java;JavaScript;Python;Scala;HTML;CSS;Bash/Shell,Cassandra;PostgreSQL;Amazon DynamoDB;Memcached;Neo4j;Elasticsearch,AWS;Linux;Raspberry Pi;Serverless,Spark;TensorFlow;Torch/PyTorch,12,Male,White or of European descent,40,4
5,15,4,17,3,STEM,60,4,65000,C++;C#;Go;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;VBA;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL,Amazon Echo;Android;AWS;Azure;Drupal;Gaming console;iOS;Linux;Mac OS;Raspberry Pi;Salesforce;SharePoint;Windows Desktop or Server;WordPress;Firebase,Angular;.NET Core;Node.js;React;Xamarin,8,Male,White or of European descent,30,2
1,1,3,6,4,STEM,20000,10,157000,Java;JavaScript;PHP;HTML;CSS;Bash/Shell,Cassandra;Redis;MySQL,Linux,Node.js,12,Male,White or of European descent,30,5
2,4,3,9,3,NON-STEM,750,19,70000,C++;C#;JavaScript;PHP;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL,Drupal;iOS;SharePoint;WordPress,Angular;Node.js,8,Non-Male,White or of European descent,,2
4,3,3,6,3,STEM,60,10,115000,C#;JavaScript;SQL;TypeScript;HTML;CSS,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Mac OS;SharePoint,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,30,4
,,2,2,4,NON-STEM,20000,10,130000,Python;SQL,SQL Server;MySQL,,,14,Male,White or of European descent,40,4
,1,,6,4,STEM,15,10,95000,C++;JavaScript;Python;HTML;CSS;Bash/Shell,,Linux,,12,Male,White or of European descent,30,3
,3,9,11,3,STEM,300,4,90000,C;Groovy;Haskell;Java;Lua;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Amazon RDS/Aurora;Neo4j,AWS;Linux;Raspberry Pi,,12,Male,White or of European descent,30,3
3,2,2,9,1,STEM,20000,16,130000,C#;JavaScript;Python;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Windows Desktop or Server,Angular;.NET Core;Xamarin,12,Male,White or of European descent,40,4
3,5,5,8,3,STEM,60,13,140000,CoffeeScript;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;Memcached;Elasticsearch,AWS;Google Cloud Platform/App Engine;Linux;Mac OS;WordPress,Django;Node.js;React,12,Male,White or of European descent,40,4
2,,6,7,3,STEM,20000,1,70000,C;C#;JavaScript;SQL;VBA;HTML;CSS,MongoDB;Redis;SQL Server;MySQL;Amazon DynamoDB;Amazon RDS/Aurora,,Node.js;React,8,Male,White or of European descent,30,2
,1,4,7,3,STEM,20000,7,85000,JavaScript;Python;R;SQL;VBA;HTML;CSS,Cassandra;SQL Server;SQLite;Oracle,Salesforce,,12,Non-Male,White or of European descent,30,3
4,1,7,12,4,STEM,5,7,60000,C++;CoffeeScript;Haskell;Java;JavaScript;Python;R;SQL;VBA;HTML;CSS;Bash/Shell,Cassandra;MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Google Cloud Storage,Google Cloud Platform/App Engine,Node.js;React;Spark;TensorFlow,12,Male,Hispanic or Latino/Latina,30,2
1,1,2,8,1,STEM,5,10,45000,C;C++;C#;JavaScript;Lua;SQL;HTML;CSS,SQL Server;MySQL,Google Cloud Platform/App Engine,.NET Core,12,Male,White or of European descent,30,1
,1,,2,4,STEM,3000,7,65000,Python;R,,Arduino,,8,Male,East Asian,40,2
1,1,4,8,3,NON-STEM,300,10,95000,Go;JavaScript;Lua;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;Elasticsearch,Linux,Node.js,14,Male,White or of European descent,30,3
,,3,8,3,STEM,20000,4,167750,C;C++;Python;R;SQL;HTML;CSS;Bash/Shell,PostgreSQL;SQLite;Apache Hive,,,12,,,,5
2,,4,7,3,,60,10,116000,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;Memcached;Amazon RDS/Aurora,,Angular;Node.js,12,Male,White or of European descent,40,4
6,2,7,13,3,STEM,300,7,125000,C#;Erlang;Go;Java;JavaScript;Python;Scala;SQL;VB.NET;Kotlin;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;SQLite;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery,AWS;Google Cloud Platform/App Engine,Angular;.NET Core;Django;Node.js;React;Xamarin,8,Male,White or of European descent,30,4
1,3,7,8,3,STEM,60,16,123000,C#;Java;JavaScript;SQL;VB.NET;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,Drupal;Linux;WordPress,Node.js,12,Male,White or of European descent,40,4
1,3,6,9,3,STEM,5,4,100000,C++;JavaScript;Lua;Matlab;Python;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;MariaDB;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,Arduino;AWS;Linux,Node.js,12,Male,White or of European descent,30,3
1,4,1,6,4,STEM,300,4,55000,Go;JavaScript;PHP;SQL;HTML;CSS,MySQL,AWS;Linux;Salesforce;WordPress,Node.js,12,Male,White or of European descent,30,2
1,1,3,6,1,STEM,20000,1,91000,CoffeeScript;JavaScript;Python;Ruby;SQL;Bash/Shell,Redis;MySQL;MariaDB,Linux,Django,12,Male,East Asian,21,3
,3,3,12,1,STEM,300,19,120000,C;C++;C#;JavaScript;Perl;PHP;Python;SQL;VBA;HTML;CSS;Bash/Shell,SQL Server;MySQL;Memcached,Arduino;Linux;Windows Desktop or Server,,14,Male,,50,4
2,3,5,5,3,STEM,750,22,140000,C#;F#;Go;Java;SQL,MongoDB;Redis;SQL Server;Memcached;Elasticsearch,AWS;Linux;Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,40,4
,,,5,4,NON-STEM,20000,4,62000,JavaScript;Python;R;HTML;CSS,,,,8,Male,Other,40,2
3,3,1,6,4,NON-STEM,60,25,170000,C#;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server,Amazon Echo;Azure;Windows Desktop or Server,Angular;.NET Core;React,12,Male,White or of European descent,50,5
,2,1,4,4,STEM,7500,28,200000,C++;Java;Python;SQL,MySQL,Linux;Mac OS,,8,Male,White or of European descent,60,5
2,1,2,10,3,STEM,750,4,96000,Clojure;Groovy;Java;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server,Linux,Angular;Node.js,8,Male,,21,3
2,4,2,11,3,NON-STEM,300,4,46000,C#;Groovy;JavaScript;PHP;Python;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server;MariaDB,Linux;SharePoint;Windows Desktop or Server;WordPress,.NET Core;Node.js,8,Male,White or of European descent,30,1
6,8,2,10,3,STEM,60,1,75000,C++;C#;Java;JavaScript;Matlab;Python;VB.NET;HTML;CSS;Bash/Shell,MySQL;PostgreSQL,Android;Arduino;Gaming console;Heroku;iOS;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core;Django;Node.js;React;Spring;TensorFlow,14,Male,Other,21,2
3,4,5,5,3,NON-STEM,5,10,70000,CoffeeScript;JavaScript;Python;HTML;CSS,Redis;MySQL;PostgreSQL;SQLite;Google Cloud Storage,Android;iOS;Mac OS;WordPress,Django;Node.js;Cordova,12,Male,White or of European descent,40,2
3,2,2,9,3,,300,10,68000,C#;Java;JavaScript;R;SQL;TypeScript;VBA;VB.NET;HTML,SQL Server;SQLite,Android;WordPress,Angular;.NET Core;Node.js,8,Male,White or of European descent,30,2
,,,1,3,STEM,60,1,77000,Python,,,,8,Male,White or of European descent,21,3
1,1,1,7,1,STEM,3000,30,95000,C#;JavaScript;SQL;VB.NET;Cobol;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core,8,,,,3
,7,9,7,4,STEM,60,10,150000,C++;Go;Java;Python;SQL;HTML;Bash/Shell,Cassandra;MongoDB;MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Memcached;Amazon Redshift;Google Cloud Storage,AWS;Azure;Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;Serverless,,12,Male,White or of European descent,30,4
3,1,3,6,3,STEM,15,1,55000,C#;JavaScript;Python;SQL;HTML;CSS,MongoDB;MySQL;PostgreSQL,AWS,Node.js;Xamarin;TensorFlow,12,Male,White or of European descent,21,2
3,1,3,12,4,STEM,7500,16,125000,C;C++;Haskell;JavaScript;Julia;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite,Linux,Angular;TensorFlow;Torch/PyTorch,12,Non-Male,White or of European descent,40,4
4,5,3,,3,STEM,300,4,62500,,SQL Server;PostgreSQL;Elasticsearch,Android;AWS;iOS;Serverless;Firebase,Angular;.NET Core;Node.js;Spring,8,Non-Male,White or of European descent,40,2
,1,3,2,4,STEM,300,4,105000,Python;Bash/Shell,"SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,,8,Male,White or of European descent,30,4
,2,2,7,3,,20000,13,62000,C#;JavaScript;PHP;Python;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,,12,Male,Other,40,2
3,5,6,7,1,,5,13,120000,JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;Amazon DynamoDB;Memcached;Amazon RDS/Aurora,AWS;Linux;Mac OS;Raspberry Pi;Serverless,Angular;Django;Node.js,14,Male,White or of European descent,30,4
1,,3,9,4,STEM,60,4,80000,C;C#;Java;JavaScript;PHP;Python;SQL;VBA;CSS,SQL Server;MariaDB;Neo4j,,Node.js,14,Male,White or of European descent,30,3
1,2,1,9,2,STEM,60,4,43000,C;C++;C#;JavaScript;SQL;VB.NET;Visual Basic 6;HTML;CSS,SQL Server,Google Home;Windows Desktop or Server,.NET Core,14,Male,White or of European descent,21,1
,2,2,2,4,NON-STEM,3000,10,190000,PHP;SQL,MySQL;Amazon RDS/Aurora,AWS;Linux,,12,Male,White or of European descent,40,5
,,,,3,STEM,60,1,70000,,,,,,,,,2
4,8,9,16,3,,3000,7,140000,C++;C#;CoffeeScript;Go;Java;JavaScript;Lua;Objective-C;Perl;Python;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,Amazon Echo;Apple Watch or Apple TV;AWS;iOS;Linux;Mac OS;Raspberry Pi;Serverless,.NET Core;Node.js;React;Cordova,14,Male,White or of European descent,21,4
,,,3,4,STEM,7500,7,62000,Julia;Python;Bash/Shell,,,,12,Male,White or of European descent,30,2
3,,1,6,3,STEM,60,19,109000,C#;JavaScript;Python;SQL;HTML;CSS,SQL Server,,Angular;.NET Core;Xamarin,8,Non-Male,White or of European descent,40,4
1,,2,3,4,STEM,300,10,55000,C#;JavaScript;SQL,SQL Server;SQLite,,.NET Core,12,Male,Hispanic or Latino/Latina,50,2
1,1,3,8,4,STEM,300,4,110000,CoffeeScript;JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite;Google Cloud Storage,Google Cloud Platform/App Engine,TensorFlow,12,Male,White or of European descent,30,4
3,4,3,10,3,STEM,60,10,120000,C++;C#;JavaScript;Matlab;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL,Android;Apple Watch or Apple TV;Heroku;Windows Phone,Angular;Node.js;Cordova,12,Male,Black or of African descent,30,4
,,,,3,STEM,7500,4,103000,,,,,,,,,4
2,4,1,5,2,STEM,15,10,55000,JavaScript;PHP;HTML;CSS;Bash/Shell,MongoDB,Arduino;Linux;Mac OS;Raspberry Pi,Angular;Node.js,8,Male,White or of European descent,30,2
7,6,8,5,3,STEM,60,16,135000,JavaScript;Python;R;SQL;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora,AWS;Heroku;IBM Cloud or Watson;Linux;Mac OS;Serverless,Angular;Django;Hadoop;React;Spark;Spring;TensorFlow,8,Male,White or of European descent,40,4
1,2,4,9,3,STEM,15,1,52000,Go;JavaScript;Python;Ruby;Rust;SQL;HTML;CSS;Bash/Shell,Cassandra;Redis;PostgreSQL;Elasticsearch,Google Cloud Platform/App Engine;Linux,Angular,12,Male,White or of European descent,21,2
2,3,6,7,4,STEM,300,4,85000,C#;CoffeeScript;JavaScript;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;SQLite;Oracle;Elasticsearch,Heroku;Windows Desktop or Server;Firebase,Angular;Node.js,8,Non-Male,White or of European descent,30,3
1,2,,7,3,STEM,3000,10,91000,C;C++;Java;Python;SQL;VBA;HTML,,Android;Windows Desktop or Server,Spring,12,Male,White or of European descent,30,3
4,6,4,12,3,STEM,20000,7,94100,C++;C#;Java;JavaScript;Python;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;Google BigQuery,Amazon Echo;Arduino;AWS;Google Cloud Platform/App Engine;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js;React,8,Male,White or of European descent,30,3
,1,2,6,3,STEM,300,19,82000,JavaScript;PHP;SQL;Visual Basic 6;HTML;CSS,MySQL;MariaDB,Windows Desktop or Server,,12,Non-Male,White or of European descent,40,3
3,9,3,9,3,STEM,5,30,95000,C;Java;JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;Amazon DynamoDB,Amazon Echo;Android;AWS;Google Cloud Platform/App Engine;Google Home;Linux;Mac OS;Serverless;Firebase,Angular;Node.js;Spring,14,Male,White or of European descent,50,3
1,1,4,9,1,STEM,7500,10,150000,C++;Java;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle;MariaDB,Linux,Angular,12,Male,White or of European descent,30,4
3,3,3,5,4,STEM,3000,4,115000,JavaScript;Python;Scala;SQL;Bash/Shell,MongoDB;MySQL;Apache Hive,AWS;Linux;Mac OS,Hadoop;Spark;TensorFlow,8,Male,White or of European descent,30,4
3,10,3,9,3,NON-STEM,300,4,80000,JavaScript;PHP;Python;R;SQL;VBA;HTML;CSS;Bash/Shell,MongoDB;MySQL;SQLite,Amazon Echo;Arduino;AWS;Drupal;Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;Raspberry Pi;Firebase,Django;Node.js;React,8,Male,Hispanic or Latino/Latina,30,3
3,3,2,11,3,STEM,3000,1,62000,C;C++;Java;JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,MariaDB;Neo4j,Android;Linux;Mac OS,Django;Node.js;React,8,Male,White or of European descent,21,2
1,5,4,11,1,STEM,20000,22,162000,C;C++;C#;CoffeeScript;Go;Java;JavaScript;Python;SQL;HTML;Bash/Shell,MongoDB;Redis;SQL Server;MySQL,AWS;Azure;Linux;Mac OS;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,5
,,1,3,3,STEM,20000,1,53000,Python;R;SQL,MySQL,,,12,Male,Hispanic or Latino/Latina,21,2
1,1,2,7,3,STEM,3000,7,70000,C#;JavaScript;Python;R;SQL;HTML;CSS,SQL Server;Elasticsearch,Windows Desktop or Server,.NET Core,12,Male,,40,2
3,6,4,10,3,STEM,15,4,55000,C;C#;Java;JavaScript;Python;SQL;TypeScript;Cobol;HTML;CSS,MongoDB;Redis;SQL Server;PostgreSQL,Arduino;AWS;Google Cloud Platform/App Engine;Heroku;Linux;Raspberry Pi,Angular;.NET Core;Node.js,8,Male,White or of European descent,40,2
,,3,4,1,NON-STEM,7500,13,75000,JavaScript;R;SQL;VBA,MySQL;Oracle;IBM Db2,,,14,Male,White or of European descent,30,2
,1,3,8,3,STEM,60,10,112750,C#;Java;JavaScript;SQL;VB.NET;Visual Basic 6;HTML;CSS,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,,8,Male,White or of European descent,30,4
1,3,4,3,4,STEM,750,10,150000,Python;R;SQL,MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift,AWS;Linux;Mac OS,TensorFlow,12,Male,White or of European descent,30,4
,3,,8,3,STEM,750,1,92500,C++;C#;Lua;Python;SQL;VBA;VB.NET;HTML,,Arduino;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,30,3
3,13,7,12,3,STEM,300,19,175000,CoffeeScript;Go;JavaScript;PHP;Python;R;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Memcached;Elasticsearch,Android;AWS;Google Cloud Platform/App Engine;Heroku;IBM Cloud or Watson;iOS;Linux;Mac OS;Raspberry Pi;Serverless;Windows Desktop or Server;WordPress;Firebase,Angular;Node.js;Cordova,12,Male,White or of European descent,40,5
4,4,3,10,4,STEM,20000,30,100000,C++;C#;Java;JavaScript;Objective-C;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;MariaDB,Android;iOS;Linux;Windows Desktop or Server,Angular;Node.js;Cordova;Spring,12,Male,Hispanic or Latino/Latina,60,3
