NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
,1,2,2,4,STEM,60,25,120000,SQL;Delphi/Object Pascal,SQL Server;Oracle,Windows Desktop or Server,,12,Male,White or of European descent,50,4
,2,2,8,3,STEM,750,10,90000,C#;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Raspberry Pi;Windows Desktop or Server,,,,,,3
2,2,5,6,3,STEM,300,4,65000,C;Java;PHP;Python;SQL;Bash/Shell,MySQL;PostgreSQL;SQLite;Amazon Redshift;Amazon RDS/Aurora,AWS;Google Cloud Platform/App Engine,Django;Hadoop,12,Male,White or of European descent,30,2
1,,2,10,3,STEM,750,10,110000,Go;JavaScript;Perl;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL,,Node.js,12,Male,White or of European descent,30,4
2,2,3,5,3,STEM,750,1,95000,Java;Python;Ruby;SQL;Bash/Shell,SQL Server;PostgreSQL;Amazon Redshift,Android;Linux,Django;Node.js,14,Male,White or of European descent,30,3
,4,2,7,3,STEM,20000,13,126000,C++;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,MySQL;Oracle,Arduino;ESP8266;Linux;Raspberry Pi,,12,,,,4
,,1,5,4,NON-STEM,300,1,48000,C#;Python;R;SQL;VBA,SQL Server,,,14,Male,White or of European descent,30,1
4,1,1,7,1,STEM,750,7,107000,C#;JavaScript;PHP;TypeScript;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,30,4
5,6,9,10,3,,7500,7,113000,Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Apache Hive,AWS;Google Cloud Platform/App Engine;Heroku;Mac OS;Raspberry Pi;Serverless,Angular;Node.js;Spring;TensorFlow;Torch/PyTorch,12,Male,Hispanic or Latino/Latina,30,4
3,1,1,6,3,STEM,300,1,67000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,SharePoint,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,2
2,4,4,7,1,NON-STEM,15,7,80000,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;MariaDB,Android;Linux;Mac OS;Windows Desktop or Server,Node.js;React,12,Male,,30,3
2,5,2,4,3,,300,4,115000,JavaScript;Perl;Python;Bash/Shell,MySQL;PostgreSQL,AWS;Linux;Mac OS;Serverless;WordPress,Angular;Django,12,Male,White or of European descent,30,4
,,1,6,3,NON-STEM,5,13,40000,JavaScript;PHP;Python;HTML;CSS;Bash/Shell,MySQL,,,12,Male,White or of European descent,50,1
1,2,4,10,4,STEM,3000,13,160000,Java;JavaScript;Lua;Perl;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;MySQL;Memcached;Elasticsearch,Linux;Windows Desktop or Server,Node.js,12,Male,Other,40,5
,1,1,6,3,NON-STEM,750,19,113000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,50,4
,1,1,5,4,NON-STEM,300,7,43500,JavaScript;Python;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,8,Male,White or of European descent,30,1
7,4,1,7,1,STEM,15,1,30000,C#;JavaScript;PHP;Python;SQL;HTML;CSS,PostgreSQL,Android;iOS;Linux;WordPress,Angular;.NET Core;Django;Node.js;React;Cordova;Xamarin,14,Male,White or of European descent,30,1
2,4,1,5,4,STEM,7500,1,100300,C;C++;Julia;Python;Bash/Shell,SQLite,Arduino;Linux;Raspberry Pi;SharePoint,TensorFlow;Torch/PyTorch,8,Male,White or of European descent,30,4
2,2,2,11,4,NON-STEM,3000,1,83500,C#;Groovy;Java;JavaScript;Perl;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;MySQL,Linux;Windows Desktop or Server,Angular;React,8,Male,,30,3
2,10,3,10,4,STEM,750,4,80000,C++;C#;Java;JavaScript;Python;SQL;Swift;VB.NET;HTML;CSS,"SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Heroku;iOS;Linux;Mac OS;SharePoint;Windows Desktop or Server;WordPress;Firebase,.NET Core;Xamarin,12,Male,White or of European descent,40,3
,,,3,4,STEM,3000,4,55000,C++;Matlab;Bash/Shell,,,,8,Non-Male,White or of European descent,30,2
1,6,5,7,3,STEM,60,7,130000,C#;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Memcached;Amazon RDS/Aurora;Google Cloud Storage,AWS;Azure;Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,30,4
6,5,3,5,4,STEM,3000,7,96000,Java;JavaScript;Scala;TypeScript;Bash/Shell,PostgreSQL;Google Cloud Storage;Elasticsearch,Android;iOS;Linux;Mac OS;Firebase,Angular;Hadoop;Node.js;React;Spark;Cordova,12,Male,White or of European descent,30,3
,1,1,6,3,STEM,15,1,60000,C#;JavaScript;Python;SQL;HTML;CSS,SQL Server,Azure,,12,Male,White or of European descent,30,2
4,1,4,9,3,STEM,60,4,76000,C#;Java;JavaScript;Objective-C;SQL;Swift;VBA;VB.NET;CSS,SQL Server;MySQL;SQLite;Oracle,Windows Desktop or Server,Angular;.NET Core;Node.js;Xamarin,12,Male,White or of European descent,30,3
3,,4,7,2,NON-STEM,60,1,45000,JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;SQLite,,Node.js;React;TensorFlow,12,Male,White or of European descent,21,1
4,5,5,11,4,STEM,20000,19,220000,C;Go;Groovy;Java;JavaScript;Python;Scala;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS;IBM Cloud or Watson;Linux;Mac OS;Raspberry Pi,Node.js;Spark;TensorFlow;Torch/PyTorch,12,Male,White or of European descent,40,6
1,9,5,11,3,NON-STEM,750,22,98000,Assembly;C++;C#;Java;PHP;SQL;VBA;VB.NET;Visual Basic 6;Cobol;Bash/Shell,"MongoDB;SQL Server;MySQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Arduino;AWS;Azure;Mainframe;Raspberry Pi;SharePoint;Windows Desktop or Server;Windows Phone,.NET Core,12,Male,Other,50,3
2,,1,1,3,STEM,60,4,45000,C#,SQL Server,,.NET Core;Node.js,12,Male,White or of European descent,50,1
1,2,1,7,3,STEM,300,4,81000,C#;Java;Objective-C;Python;SQL;Swift;Kotlin,SQLite,Android;iOS,Xamarin,8,Male,White or of European descent,30,3
,,7,12,4,STEM,20000,30,200000,Assembly;C;C#;Go;Java;JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;MySQL;Oracle;MariaDB;Neo4j;Elasticsearch,,,12,Male,White or of European descent,50,5
,2,2,6,3,STEM,300,28,120000,C#;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL,Raspberry Pi;Windows Desktop or Server,,8,Male,White or of European descent,50,4
2,1,2,10,3,STEM,3000,16,79000,C;C#;Java;JavaScript;SQL;TypeScript;Delphi/Object Pascal;HTML;CSS;Bash/Shell,MongoDB;SQL Server,Windows Desktop or Server,Angular;Node.js,12,Male,Other,40,3
1,2,2,8,3,STEM,60,4,75000,C;C++;Java;JavaScript;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis,Linux;Firebase,Node.js,12,Male,White or of European descent,21,2
2,,1,2,3,NON-STEM,300,4,110000,Python;SQL,PostgreSQL,,Spark;TensorFlow,8,Male,White or of European descent,30,4
1,2,2,6,3,NON-STEM,20000,16,134234,JavaScript;Perl;SQL;HTML;CSS;Bash/Shell,MySQL;Memcached,Linux;Mac OS,Node.js,12,,,50,4
,5,3,9,4,NON-STEM,20000,13,145000,C;C++;C#;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite;Elasticsearch,Azure;Heroku;Linux;Mac OS;Windows Desktop or Server,,12,Male,White or of European descent,30,4
1,3,6,4,4,NON-STEM,60,1,150000,Python;R;SQL;Bash/Shell,"MongoDB;SQL Server;MySQL;PostgreSQL;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Linux;Windows Desktop or Server,TensorFlow,12,Non-Male,Other,30,4
1,,3,5,3,STEM,60,4,52000,JavaScript;R;SQL;HTML;Bash/Shell,MySQL;MariaDB;Google BigQuery,,Angular,12,Male,Other,30,2
1,,2,4,3,STEM,20000,4,88000,JavaScript;Python;SQL;Bash/Shell,MongoDB;MariaDB,,Node.js,12,Male,White or of European descent,30,3
2,6,3,8,3,STEM,750,13,70000,C#;PHP;Python;R;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;SQLite,Android;Drupal;Raspberry Pi;Windows Desktop or Server;Windows Phone;WordPress,.NET Core;Xamarin,8,Male,White or of European descent,40,2
2,4,2,6,3,STEM,750,4,78000,C#;JavaScript;SQL;TypeScript;HTML;CSS,MongoDB;SQL Server,AWS;Azure;SharePoint;Windows Desktop or Server,Angular;Node.js,12,Male,White or of European descent,30,3
2,5,7,6,1,STEM,3000,10,66000,Go;JavaScript;Perl;Python;SQL;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;MariaDB;Amazon RDS/Aurora;Elasticsearch,AWS;Azure;Linux;Mac OS;Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,40,2
,,1,3,3,STEM,60,28,105000,SQL;VBA;VB.NET,SQL Server,,,8,Male,White or of European descent,60,4
6,4,4,6,3,STEM,60,4,100000,Java;JavaScript;Python;SQL;Swift;CSS,Redis;PostgreSQL;Apache Hive;Amazon Redshift,Android;Heroku;iOS;Mac OS,Angular;Django;Hadoop;React;Cordova;Xamarin,12,Male,White or of European descent,30,3
,2,2,6,4,NON-STEM,3000,19,95000,Groovy;Java;Python;R;SQL;Bash/Shell,PostgreSQL;Oracle,AWS;Linux,,12,Male,White or of European descent,50,3
2,8,6,12,1,,60,7,125000,C++;C#;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;Apache HBase;Apache Hive;Google Cloud Storage,Android;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Windows Desktop or Server;Windows Phone;WordPress,.NET Core;Node.js,12,Male,White or of European descent,21,4
1,2,1,2,4,STEM,20000,7,147000,C#;Python,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure,Spark,12,Male,,40,4
1,1,,7,4,STEM,20000,22,120000,C#;SQL;VBA;VB.NET;Visual Basic 6;HTML;Bash/Shell,,Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,4
,3,2,6,3,STEM,300,19,122000,C#;JavaScript;Python;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Raspberry Pi;SharePoint,,12,Male,White or of European descent,40,4
1,6,5,9,1,,60,7,140000,CoffeeScript;JavaScript;Python;R;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite;Elasticsearch,Arduino;AWS;Heroku;Linux;Mac OS;Raspberry Pi,TensorFlow,12,Male,White or of European descent,30,4
4,3,2,5,4,STEM,20000,1,120000,C++;C#;JavaScript;Python;TypeScript,SQL Server;SQLite,Android;Azure;Google Cloud Platform/App Engine,Angular;.NET Core;Xamarin;TensorFlow,8,Male,Black or of African descent,21,4
,1,3,2,3,STEM,300,30,145000,SQL;Bash/Shell,"SQL Server;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,,12,Male,White or of European descent,60,4
1,6,2,8,3,STEM,15,1,48000,C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS,MongoDB;MySQL,Android;Arduino;ESP8266;Linux;Windows Desktop or Server;Firebase,.NET Core,12,Male,White or of European descent,21,1
,,2,3,4,NON-STEM,3000,4,88000,Python;R;SQL,Google BigQuery;Google Cloud Storage,,,12,Non-Male,White or of European descent,30,3
3,2,2,6,3,STEM,5,19,72000,JavaScript;PHP;Python;SQL;HTML;CSS,MySQL;PostgreSQL,AWS;Linux,Angular;Django;Node.js,12,Male,White or of European descent,40,2
,4,3,6,1,NON-STEM,7500,22,75000,C#;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;Oracle,Azure;SharePoint;Windows Desktop or Server;WordPress,,8,Male,White or of European descent,40,2
1,1,4,6,4,STEM,20000,4,114000,JavaScript;PHP;Python;R;HTML;CSS,MongoDB;SQL Server;MySQL;Neo4j,Serverless,Node.js,12,Male,White or of European descent,30,4
3,4,4,5,3,STEM,60,7,120000,C#;JavaScript;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;Elasticsearch,AWS;Raspberry Pi;Windows Desktop or Server;WordPress,Angular;Node.js;React,14,Male,White or of European descent,30,4
,2,3,2,4,STEM,20000,4,144000,Python;Bash/Shell,MySQL;PostgreSQL;Elasticsearch,AWS;Linux,,14,Male,White or of European descent,40,4
,1,2,4,3,STEM,750,4,180000,C++;Python;SQL;Bash/Shell,MySQL;SQLite,Linux,,12,Male,East Asian,30,5
2,2,3,15,1,STEM,20000,30,102000,Assembly;C;C++;C#;Java;JavaScript;SQL;TypeScript;VBA;VB.NET;Visual Basic 6;Cobol;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL,AWS;Windows Desktop or Server,Angular;.NET Core,12,Male,White or of European descent,50,4
1,3,4,8,3,STEM,3000,30,140500,Assembly;C;C++;Perl;Python;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite,Linux;Mac OS;Windows Desktop or Server,TensorFlow,8,Male,White or of European descent,50,4
1,4,2,4,3,STEM,300,13,103000,C#;JavaScript;HTML;CSS,SQL Server;IBM Db2,Linux;Mac OS;Raspberry Pi;Windows Desktop or Server,.NET Core,8,Male,White or of European descent,40,4
3,2,1,5,3,STEM,60,19,110000,C#;JavaScript;SQL;VBA;Visual Basic 6,SQL Server,Drupal;Windows Desktop or Server,Angular;.NET Core;Node.js,8,Male,White or of European descent,50,4
6,2,2,10,4,NON-STEM,750,4,55000,C#;JavaScript;Objective-C;R;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,SQL Server;SQLite,Android;iOS,Angular;.NET Core;Node.js;React;Cordova;Xamarin,12,Male,White or of European descent,40,2
5,5,3,11,3,STEM,300,4,100000,CoffeeScript;Clojure;Go;Haskell;JavaScript;Ruby;Rust;TypeScript;Ocaml;HTML;CSS,MongoDB;PostgreSQL;Elasticsearch,Amazon Echo;Google Cloud Platform/App Engine;Mac OS;Raspberry Pi;Firebase,Angular;Django;Node.js;React;Spring,,,,,3
2,1,2,10,1,,300,4,57000,C#;Java;JavaScript;Lua;SQL;VB.NET;Visual Basic 6;Cobol;HTML;CSS,SQL Server;PostgreSQL,Windows Desktop or Server,Angular;.NET Core,12,Male,White or of European descent,30,2
1,3,4,7,1,STEM,3000,10,99400,C#;JavaScript;SQL;VB.NET;HTML;CSS;Bash/Shell,MongoDB;SQL Server;PostgreSQL;Amazon RDS/Aurora,AWS;Linux;Serverless,.NET Core,12,Male,White or of European descent,30,3
,1,2,7,2,STEM,7500,7,65000,C#;JavaScript;Python;SQL;VBA;HTML;CSS,SQL Server;MySQL,Windows Desktop or Server,,12,Male,White or of European descent,40,2
1,2,2,9,1,,300,1,55000,C;CoffeeScript;Go;JavaScript;PHP;Rust;HTML;CSS;Bash/Shell,MongoDB;Amazon DynamoDB,AWS;Linux,Node.js,8,Male,White or of European descent,18,2
3,7,6,8,2,STEM,60,4,50000,JavaScript;PHP;Python;SQL;VB.NET;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL,Android;AWS;Heroku;Linux;Raspberry Pi;Windows Desktop or Server;WordPress,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,1
,,,,3,STEM,20000,1,85000,,,,,,,,,3
5,1,4,11,3,STEM,3000,1,120000,Go;Groovy;Java;JavaScript;Python;R;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;PostgreSQL;Neo4j;Elasticsearch,AWS,Django;Hadoop;Node.js;React;Spark,12,Male,White or of European descent,21,4
4,3,2,8,3,STEM,750,13,93000,C#;F#;Java;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server;IBM Db2,iOS;SharePoint;Windows Desktop or Server,.NET Core;Node.js;React;Spring,12,Male,Hispanic or Latino/Latina,30,3
,,1,6,3,STEM,60,10,110000,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,,,8,Male,White or of European descent,30,4
1,1,2,6,1,,300,10,80000,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL,Windows Desktop or Server,.NET Core,12,Male,White or of European descent,50,3
3,,3,7,3,STEM,20000,10,140000,C#;JavaScript;R;SQL;VB.NET;HTML;CSS,Redis;SQL Server;SQLite,,Hadoop;Node.js;Cordova,8,Male,White or of European descent,30,4
3,6,6,12,3,STEM,15,10,140000,Groovy;Java;JavaScript;Lua;PHP;Python;R;Ruby;SQL;Visual Basic 6;HTML;CSS,MongoDB;Redis;MySQL;PostgreSQL;MariaDB;Elasticsearch,Android;AWS;Google Cloud Platform/App Engine;Linux;Raspberry Pi;WordPress,Angular;Django;React,8,Male,White or of European descent,30,4
,2,5,7,3,STEM,300,7,100000,C#;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,"Cassandra;MongoDB;SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,,8,Male,White or of European descent,30,3
3,9,6,11,3,STEM,15,7,89000,C;C++;C#;Java;JavaScript;Objective-C;PHP;Python;SQL;HTML;CSS,SQL Server;MySQL;SQLite;Oracle;MariaDB;Amazon DynamoDB,Amazon Echo;Android;AWS;iOS;Linux;Mac OS;Windows Desktop or Server;WordPress;Firebase,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,3
1,3,3,5,1,,15,7,80000,JavaScript;Ruby;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Elasticsearch,AWS;Heroku;Linux,Node.js,14,Male,White or of European descent,30,3
,2,2,4,3,STEM,300,1,54000,SQL;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure,,8,Male,White or of European descent,30,2
,1,1,4,3,STEM,300,19,108500,C#;JavaScript;SQL;HTML,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,40,4
,,,,4,NON-STEM,20000,19,95000,,,,,8,,,,3
5,7,8,14,4,STEM,3000,13,160000,C#;Clojure;Erlang;F#;Groovy;Java;Objective-C;Python;Scala;SQL;Kotlin;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;Apache HBase;Apache Hive;Memcached;Elasticsearch,Android;Arduino;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;Firebase,.NET Core;Hadoop;Node.js;Spark;Spring,8,Male,Other,40,5
3,8,9,9,4,STEM,20000,7,95000,Java;JavaScript;Lua;Python;R;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;MySQL;PostgreSQL;Amazon DynamoDB;Apache HBase;Apache Hive;Amazon RDS/Aurora;Elasticsearch,Amazon Echo;Android;AWS;Linux;Mac OS;Serverless;Windows Desktop or Server;Firebase,Angular;Node.js;Spring,12,Male,White or of European descent,30,3
2,1,2,4,,,60,16,110000,JavaScript;PHP;HTML;CSS,SQL Server;MySQL,SharePoint,Node.js;Spring,12,Non-Male,White or of European descent,65,4
,3,2,5,1,STEM,60,1,85000,C#;SQL;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Salesforce;Windows Desktop or Server,,12,Male,Black or of African descent,30,3
,3,2,3,1,STEM,60,7,75000,C++;C#;Go,SQL Server;MySQL,AWS;Windows Desktop or Server;WordPress,,12,Male,White or of European descent,30,2
2,2,6,10,1,,3000,4,60000,CoffeeScript;Go;JavaScript;Lua;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;PostgreSQL;MariaDB;Memcached,Linux;Raspberry Pi,Node.js;React,12,Male,White or of European descent,21,2
3,2,3,9,3,STEM,20000,1,133023,C#;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure,Angular;.NET Core;Node.js,14,Male,White or of European descent,30,4
3,3,4,10,1,,60,7,110000,C++;Go;JavaScript;Python;Rust;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite;Amazon RDS/Aurora,AWS;Linux;Serverless,Django;Node.js;React,12,Male,White or of European descent,21,4
2,5,2,7,4,STEM,3000,22,170000,C;C++;C#;JavaScript;Python;HTML;Bash/Shell,MySQL;Amazon DynamoDB,Arduino;AWS;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core;TensorFlow,12,Male,White or of European descent,40,5
3,9,9,10,3,STEM,300,4,75000,C#;Java;JavaScript;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;MariaDB;Google Cloud Storage;Elasticsearch,AWS;Azure;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;WordPress,Angular;Node.js;React,8,Male,White or of European descent,21,2
,1,,4,3,,20000,1,40000,Matlab;Python;R;Bash/Shell,,Linux,,12,Male,Hispanic or Latino/Latina,21,1
,1,1,3,4,,5,7,100000,SQL;VBA;Bash/Shell,PostgreSQL,Google Cloud Platform/App Engine,,8,Male,White or of European descent,40,3
,1,3,9,3,STEM,750,10,115000,Groovy;Java;JavaScript;Objective-C;Python;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;Elasticsearch,Raspberry Pi,,8,Male,East Asian,30,4
1,1,2,6,3,NON-STEM,300,25,90000,C#;JavaScript;PHP;SQL;HTML;CSS,MySQL;SQLite,Windows Desktop or Server,.NET Core,12,Male,White or of European descent,50,3
2,2,6,8,1,STEM,15,1,66000,Haskell;Java;JavaScript;PHP;Python;Scala;Kotlin;Bash/Shell,MongoDB;MySQL;SQLite;Oracle;Amazon DynamoDB;Neo4j,Linux;Serverless,Node.js;Spring,14,Male,,21,2
3,2,3,6,3,STEM,750,7,70000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL,WordPress;Firebase,.NET Core;Node.js;React,12,Non-Male,White or of European descent,30,2
2,7,10,11,1,STEM,300,1,119000,Erlang;Go;JavaScript;Python;R;Ruby;Scala;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Elasticsearch,Android;Arduino;AWS;Linux;Mac OS;Serverless;Firebase,Django;React,12,Male,White or of European descent,21,4
1,,2,7,3,STEM,15,4,90000,CoffeeScript;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,PostgreSQL;Amazon Redshift,,React,8,Male,White or of European descent,30,3
3,1,4,8,3,STEM,60,13,130000,C#;Java;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,MongoDB;Redis;SQL Server;Elasticsearch,Azure,Angular;.NET Core;Node.js,12,Male,White or of European descent,40,4
,3,5,14,4,STEM,20000,19,154000,C;C++;Go;Hack;Haskell;Java;JavaScript;Python;R;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;MongoDB;MySQL;PostgreSQL;SQLite,AWS;Linux;Mac OS,,12,Male,White or of European descent,30,5
1,1,1,2,4,NON-STEM,7500,25,210000,C#;SQL,SQL Server,Windows Desktop or Server,.NET Core,12,Male,Hispanic or Latino/Latina,50,6
1,4,4,8,1,STEM,60,4,75000,Java;JavaScript;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;Elasticsearch,Android;AWS;Raspberry Pi;Firebase,Django,12,Male,White or of European descent,21,2
,1,1,5,4,STEM,300,4,80000,C#;JavaScript;SQL;HTML;CSS,SQL Server,SharePoint,,8,Non-Male,White or of European descent,40,3
7,7,4,12,3,STEM,3000,4,129000,C#;F#;Go;Haskell;Java;Python;R;Rust;Scala;Swift;VB.NET;Kotlin,"Cassandra;SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Linux;Mac OS;Serverless;Windows Desktop or Server;Windows Phone;WordPress,Angular;.NET Core;Node.js;React;Xamarin;TensorFlow;Torch/PyTorch,8,Male,White or of European descent,30,4
,1,1,2,1,STEM,15,19,75000,C#;SQL,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,40,2
4,1,9,11,1,STEM,60,10,118000,C;C++;CoffeeScript;Go;Java;JavaScript;Lua;Python;Ruby;HTML;CSS,Redis;MySQL;PostgreSQL;SQLite;Memcached;Amazon Redshift;Amazon RDS/Aurora;Neo4j;Elasticsearch,Firebase,Node.js;React;Cordova;Spring,14,Non-Male,White or of European descent,30,4
1,,2,4,3,STEM,20000,16,130000,Java;JavaScript;SQL;HTML,Oracle;IBM Db2,,Spring,8,Male,White or of European descent,50,4
,2,4,6,4,,3000,1,70000,Python;R;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL,Linux;Windows Desktop or Server,,12,Male,White or of European descent,40,2
,3,4,6,3,STEM,300,16,100000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Azure;Linux;Windows Desktop or Server,,8,Male,White or of European descent,40,3
1,,3,1,4,STEM,300,4,110000,R,MongoDB;SQL Server;MySQL,,Node.js,8,Male,White or of European descent,30,4
3,1,2,7,1,,5,10,27000,JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,PostgreSQL;Memcached,Linux,Django;Node.js;React,14,Male,White or of European descent,30,1
1,1,3,12,3,STEM,750,19,130000,C#;CoffeeScript;Go;Groovy;JavaScript;Julia;Python;Ruby;SQL;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL;Amazon Redshift,Mac OS,Django,12,Male,White or of European descent,40,4
,,1,4,4,NON-STEM,60,4,230000,R;SQL;HTML;CSS,SQL Server,,,12,Non-Male,White or of European descent,30,6
1,6,1,10,4,STEM,60,4,105000,C;C++;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL,Android;Arduino;ESP8266;Linux;Raspberry Pi;WordPress,Node.js,14,Male,White or of European descent,40,4
2,5,6,13,3,STEM,300,7,55000,CoffeeScript;Go;Java;JavaScript;Matlab;PHP;Python;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite;MariaDB;Memcached,Arduino;Drupal;iOS;Raspberry Pi;WordPress,Angular;Node.js,12,,,30,2
2,2,4,7,3,STEM,3000,19,120000,C#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,"MongoDB;SQL Server;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,Angular;.NET Core,14,Male,Other,50,4
